text,true_labels,predicted_labels,false_positives,false_negatives,true_positives,probabilities
"[TITRE] Formation : Intégrer l'intelligence artificielle (IA) dans les pratiques en ressources humaines, certification Classe Digitale | [SECTEUR] Ressources Humaines | [ORGANISME] ORSYS | [CERTIFICAT","['Automatisation', 'Ethique IA & RGPD', 'IA Generative', 'Machine Learning']","['Ethique IA & RGPD', 'IA Generative']",[],"['Automatisation', 'Machine Learning']","['Ethique IA & RGPD', 'IA Generative']","{'Automatisation': 0.5023, 'Big Data': 0.3693, 'Computer Vision': 0.3469, 'Data Engineering': 0.39, 'Data Science': 0.3734, 'Deep Learning': 0.4232, 'Ethique IA & RGPD': 0.6188, 'Gestion de projet IA': 0.5914, 'IA Generative': 0.6037, 'LangChain / Agents RAG': 0.3878, 'Machine Learning': 0.402, 'MLOps / Deploiement': 0.4074, 'NLP / Traitement du langage': 0.3939, 'No-code / Low-code': 0.4668, 'Prompt Engineering': 0.5472, 'Python': 0.3802, 'Reinforcement Learning': 0.3508, 'Series temporelles': 0.3515, 'SQL / Data Engineering': 0.34, 'Visualisation': 0.3678}"
"[TITRE] Architecte en intelligence artificielle - Spécialité Data Analytics | [SECTEUR] Numérique & Informatique | [ORGANISME] DSTI | [CERTIFICATION] RNCP | [NIVEAU] BAC+5 : grade master, DEA, DESS, i",['IA Generative'],[],[],['IA Generative'],[],"{'Automatisation': 0.4586, 'Big Data': 0.4286, 'Computer Vision': 0.3343, 'Data Engineering': 0.4306, 'Data Science': 0.4275, 'Deep Learning': 0.4334, 'Ethique IA & RGPD': 0.5373, 'Gestion de projet IA': 0.5627, 'IA Generative': 0.5888, 'LangChain / Agents RAG': 0.3612, 'Machine Learning': 0.4121, 'MLOps / Deploiement': 0.403, 'NLP / Traitement du langage': 0.3739, 'No-code / Low-code': 0.4494, 'Prompt Engineering': 0.4826, 'Python': 0.371, 'Reinforcement Learning': 0.3419, 'Series temporelles': 0.3342, 'SQL / Data Engineering': 0.3397, 'Visualisation': 0.3718}"
"[TITRE] Master mention Bio-informatique parcours Bio-informatique, biostatistiques et applications de l'intelligence artificielle (BIBS-IA)- 2e année | [SECTEUR] Numérique & Informatique | [ORGANISME]",['Data Science'],"['Big Data', 'Data Engineering', 'Data Science']","['Big Data', 'Data Engineering']",[],['Data Science'],"{'Automatisation': 0.4048, 'Big Data': 0.6411, 'Computer Vision': 0.4503, 'Data Engineering': 0.5754, 'Data Science': 0.6526, 'Deep Learning': 0.5357, 'Ethique IA & RGPD': 0.4175, 'Gestion de projet IA': 0.4337, 'IA Generative': 0.4099, 'LangChain / Agents RAG': 0.4098, 'Machine Learning': 0.5432, 'MLOps / Deploiement': 0.4734, 'NLP / Traitement du langage': 0.4266, 'No-code / Low-code': 0.4149, 'Prompt Engineering': 0.3869, 'Python': 0.4932, 'Reinforcement Learning': 0.4155, 'Series temporelles': 0.4309, 'SQL / Data Engineering': 0.4803, 'Visualisation': 0.5126}"
[TITRE] BC03 Python et Machine Learning - Techniques d'analyse IA via des algorithmes d'apprentissage automatiques (Machine Learning) | [SECTEUR] Numérique & Informatique | [ORGANISME] LE WAGON | [CER,"['Automatisation', 'Machine Learning', 'Python']","['Big Data', 'Data Engineering', 'Data Science', 'Machine Learning', 'Python']","['Big Data', 'Data Engineering', 'Data Science']",['Automatisation'],"['Machine Learning', 'Python']","{'Automatisation': 0.4803, 'Big Data': 0.5935, 'Computer Vision': 0.5599, 'Data Engineering': 0.5386, 'Data Science': 0.5916, 'Deep Learning': 0.618, 'Ethique IA & RGPD': 0.4046, 'Gestion de projet IA': 0.387, 'IA Generative': 0.3824, 'LangChain / Agents RAG': 0.4601, 'Machine Learning': 0.6195, 'MLOps / Deploiement': 0.4836, 'NLP / Traitement du langage': 0.5011, 'No-code / Low-code': 0.3877, 'Prompt Engineering': 0.3781, 'Python': 0.6003, 'Reinforcement Learning': 0.5403, 'Series temporelles': 0.4856, 'SQL / Data Engineering': 0.5195, 'Visualisation': 0.5114}"
[TITRE] MASTER 2 Biologie-Santé - parcours Computational Neurosciences and Neuroengineering | [SECTEUR] Santé & Paramédical | [ORGANISME] UNIVERSITE PARIS-SACLAY | [CERTIFICATION] RNCP | [NIVEAU] BAC+,"['Deep Learning', 'Machine Learning']","['Big Data', 'Data Engineering', 'Data Science', 'Machine Learning']","['Big Data', 'Data Engineering', 'Data Science']",['Deep Learning'],['Machine Learning'],"{'Automatisation': 0.4312, 'Big Data': 0.6264, 'Computer Vision': 0.5407, 'Data Engineering': 0.5529, 'Data Science': 0.6132, 'Deep Learning': 0.632, 'Ethique IA & RGPD': 0.4046, 'Gestion de projet IA': 0.3917, 'IA Generative': 0.3823, 'LangChain / Agents RAG': 0.4374, 'Machine Learning': 0.6141, 'MLOps / Deploiement': 0.4882, 'NLP / Traitement du langage': 0.4795, 'No-code / Low-code': 0.3894, 'Prompt Engineering': 0.3827, 'Python': 0.542, 'Reinforcement Learning': 0.5389, 'Series temporelles': 0.4625, 'SQL / Data Engineering': 0.4987, 'Visualisation': 0.5045}"
[TITRE] Fondamentaux de la Data Analytics - BC01 : Automatiser la collecte et le traitement des données | [SECTEUR] Numérique & Informatique | [ORGANISME] LE WAGON | [CERTIFICATION] RNCP | [NIVEAU] BA,['Data Engineering'],"['Big Data', 'Data Engineering', 'Data Science']","['Big Data', 'Data Science']",[],['Data Engineering'],"{'Automatisation': 0.4094, 'Big Data': 0.5985, 'Computer Vision': 0.4061, 'Data Engineering': 0.5469, 'Data Science': 0.61, 'Deep Learning': 0.5106, 'Ethique IA & RGPD': 0.4416, 'Gestion de projet IA': 0.4689, 'IA Generative': 0.4499, 'LangChain / Agents RAG': 0.3941, 'Machine Learning': 0.5095, 'MLOps / Deploiement': 0.4431, 'NLP / Traitement du langage': 0.4007, 'No-code / Low-code': 0.427, 'Prompt Engineering': 0.4278, 'Python': 0.4561, 'Reinforcement Learning': 0.386, 'Series temporelles': 0.396, 'SQL / Data Engineering': 0.4455, 'Visualisation': 0.4791}"
"[TITRE] Architecte en intelligence artificielle - Spécialité Data Engineering | [SECTEUR] Numérique & Informatique | [ORGANISME] DSTI | [CERTIFICATION] RNCP | [NIVEAU] BAC+5 : grade master, DEA, DESS,","['Big Data', 'Data Engineering']","['Big Data', 'Data Engineering', 'Data Science', 'Machine Learning']","['Data Science', 'Machine Learning']",[],"['Big Data', 'Data Engineering']","{'Automatisation': 0.4065, 'Big Data': 0.6706, 'Computer Vision': 0.4786, 'Data Engineering': 0.5895, 'Data Science': 0.6556, 'Deep Learning': 0.5562, 'Ethique IA & RGPD': 0.408, 'Gestion de projet IA': 0.4161, 'IA Generative': 0.3957, 'LangChain / Agents RAG': 0.4332, 'Machine Learning': 0.567, 'MLOps / Deploiement': 0.4766, 'NLP / Traitement du langage': 0.4442, 'No-code / Low-code': 0.4197, 'Prompt Engineering': 0.3972, 'Python': 0.5127, 'Reinforcement Learning': 0.4504, 'Series temporelles': 0.4561, 'SQL / Data Engineering': 0.5155, 'Visualisation': 0.5409}"
"[TITRE] Certificat Application de l'IA à la finance : Data Science | [SECTEUR] Banque, Finance & Assurance | [ORGANISME] ECOLE SUP LIBRE SCIENC COM APPLIQUEES | [CERTIFICATION] RNCP | [NIVEAU] BAC+5 :",['Data Science'],"['Big Data', 'Data Engineering', 'Data Science', 'Machine Learning', 'Python', 'Visualisation']","['Big Data', 'Data Engineering', 'Machine Learning', 'Python', 'Visualisation']",[],['Data Science'],"{'Automatisation': 0.4567, 'Big Data': 0.6031, 'Computer Vision': 0.5111, 'Data Engineering': 0.5575, 'Data Science': 0.6155, 'Deep Learning': 0.543, 'Ethique IA & RGPD': 0.4038, 'Gestion de projet IA': 0.3993, 'IA Generative': 0.4073, 'LangChain / Agents RAG': 0.4782, 'Machine Learning': 0.5706, 'MLOps / Deploiement': 0.4723, 'NLP / Traitement du langage': 0.4678, 'No-code / Low-code': 0.4347, 'Prompt Engineering': 0.3859, 'Python': 0.607, 'Reinforcement Learning': 0.4488, 'Series temporelles': 0.486, 'SQL / Data Engineering': 0.5628, 'Visualisation': 0.5517}"
"[TITRE] Liora - DataScientest - Data Analyst | [SECTEUR] Numérique & Informatique | [ORGANISME] DATASCIENTEST | [CERTIFICATION] RNCP | [NIVEAU] BAC+5 : grade master, DEA, DESS, ingénieur... (NIVEAU 7)","['Data Engineering', 'Python', 'SQL / Data Engineering', 'Visualisation']","['Big Data', 'Data Engineering', 'Data Science', 'Machine Learning', 'MLOps / Deploiement', 'Python', 'SQL / Data Engineering', 'Visualisation']","['Big Data', 'Data Science', 'Machine Learning', 'MLOps / Deploiement']",[],"['Data Engineering', 'Python', 'SQL / Data Engineering', 'Visualisation']","{'Automatisation': 0.4612, 'Big Data': 0.6289, 'Computer Vision': 0.554, 'Data Engineering': 0.5808, 'Data Science': 0.6365, 'Deep Learning': 0.5766, 'Ethique IA & RGPD': 0.3909, 'Gestion de projet IA': 0.3751, 'IA Generative': 0.3752, 'LangChain / Agents RAG': 0.4944, 'Machine Learning': 0.602, 'MLOps / Deploiement': 0.4997, 'NLP / Traitement du langage': 0.5056, 'No-code / Low-code': 0.4273, 'Prompt Engineering': 0.3804, 'Python': 0.6287, 'Reinforcement Learning': 0.4952, 'Series temporelles': 0.5228, 'SQL / Data Engineering': 0.5956, 'Visualisation': 0.5786}"
[TITRE] Concevoir des agents IA intelligents | [SECTEUR] Numérique & Informatique | [ORGANISME] SYDO | [CERTIFICATION] RS | [NIVEAU] nan | [ROME] nan | [TAGS] IA-Générative | LangChain | RS,"['Ethique IA & RGPD', 'IA Generative', 'LangChain / Agents RAG']",[],[],"['Ethique IA & RGPD', 'IA Generative', 'LangChain / Agents RAG']",[],"{'Automatisation': 0.5177, 'Big Data': 0.3757, 'Computer Vision': 0.3607, 'Data Engineering': 0.3966, 'Data Science': 0.379, 'Deep Learning': 0.4224, 'Ethique IA & RGPD': 0.5658, 'Gestion de projet IA': 0.5566, 'IA Generative': 0.5947, 'LangChain / Agents RAG': 0.438, 'Machine Learning': 0.4078, 'MLOps / Deploiement': 0.413, 'NLP / Traitement du langage': 0.4094, 'No-code / Low-code': 0.473, 'Prompt Engineering': 0.5367, 'Python': 0.4041, 'Reinforcement Learning': 0.3542, 'Series temporelles': 0.3679, 'SQL / Data Engineering': 0.3507, 'Visualisation': 0.3769}"
[TITRE] Intégrer l'IA générative dans son quotidien professionnel | [SECTEUR] Numérique & Informatique | [ORGANISME] SYDO | [CERTIFICATION] RS | [NIVEAU] nan | [ROME] nan | [TAGS] IA-Générative | RS |,"['IA Generative', 'SQL / Data Engineering']",['IA Generative'],[],['SQL / Data Engineering'],['IA Generative'],"{'Automatisation': 0.515, 'Big Data': 0.3789, 'Computer Vision': 0.3447, 'Data Engineering': 0.4014, 'Data Science': 0.3975, 'Deep Learning': 0.4108, 'Ethique IA & RGPD': 0.5516, 'Gestion de projet IA': 0.5622, 'IA Generative': 0.604, 'LangChain / Agents RAG': 0.3665, 'Machine Learning': 0.405, 'MLOps / Deploiement': 0.3901, 'NLP / Traitement du langage': 0.3808, 'No-code / Low-code': 0.4885, 'Prompt Engineering': 0.519, 'Python': 0.4071, 'Reinforcement Learning': 0.3305, 'Series temporelles': 0.347, 'SQL / Data Engineering': 0.3524, 'Visualisation': 0.377}"
"[TITRE] Concepteur développeur en intelligence artificielle et analyse big data - Alyra | [SECTEUR] Numérique & Informatique | [ORGANISME] ALYRA | [CERTIFICATION] RNCP | [NIVEAU] BAC+3 ou 4 : licence,","['Big Data', 'Deep Learning', 'IA Generative', 'Visualisation']","['Big Data', 'Data Engineering', 'Data Science', 'Machine Learning', 'MLOps / Deploiement', 'Python', 'SQL / Data Engineering', 'Visualisation']","['Data Engineering', 'Data Science', 'Machine Learning', 'MLOps / Deploiement', 'Python', 'SQL / Data Engineering']","['Deep Learning', 'IA Generative']","['Big Data', 'Visualisation']","{'Automatisation': 0.4663, 'Big Data': 0.6063, 'Computer Vision': 0.5485, 'Data Engineering': 0.564, 'Data Science': 0.6302, 'Deep Learning': 0.5524, 'Ethique IA & RGPD': 0.3882, 'Gestion de projet IA': 0.3829, 'IA Generative': 0.3835, 'LangChain / Agents RAG': 0.4959, 'Machine Learning': 0.5958, 'MLOps / Deploiement': 0.4914, 'NLP / Traitement du langage': 0.5035, 'No-code / Low-code': 0.441, 'Prompt Engineering': 0.3861, 'Python': 0.6355, 'Reinforcement Learning': 0.4823, 'Series temporelles': 0.5246, 'SQL / Data Engineering': 0.6036, 'Visualisation': 0.5771}"
[TITRE] Formation Excel et ses outils complémentaires nouvelle génération - certification Tosa | [SECTEUR] Numérique & Informatique | [ORGANISME] ATORIA | [CERTIFICATION] RS | [NIVEAU] nan | [ROME] na,['IA Generative'],[],[],['IA Generative'],[],"{'Automatisation': 0.5135, 'Big Data': 0.3768, 'Computer Vision': 0.3537, 'Data Engineering': 0.4019, 'Data Science': 0.3947, 'Deep Learning': 0.4158, 'Ethique IA & RGPD': 0.5509, 'Gestion de projet IA': 0.5512, 'IA Generative': 0.5986, 'LangChain / Agents RAG': 0.3696, 'Machine Learning': 0.4073, 'MLOps / Deploiement': 0.4042, 'NLP / Traitement du langage': 0.3849, 'No-code / Low-code': 0.4611, 'Prompt Engineering': 0.5037, 'Python': 0.3986, 'Reinforcement Learning': 0.3395, 'Series temporelles': 0.3475, 'SQL / Data Engineering': 0.3468, 'Visualisation': 0.3694}"
"[TITRE] Développeur en intelligence artificielle - Data Science | [SECTEUR] Numérique & Informatique | [ORGANISME] IQ FACTORY | [CERTIFICATION] RNCP | [NIVEAU] BAC+3 ou 4 : licence, master 1, maîtrise","['Deep Learning', 'Machine Learning', 'SQL / Data Engineering', 'Visualisation']","['Big Data', 'Data Engineering', 'Data Science', 'Machine Learning', 'MLOps / Deploiement', 'Python', 'SQL / Data Engineering', 'Visualisation']","['Big Data', 'Data Engineering', 'Data Science', 'MLOps / Deploiement', 'Python']",['Deep Learning'],"['Machine Learning', 'SQL / Data Engineering', 'Visualisation']","{'Automatisation': 0.4656, 'Big Data': 0.6068, 'Computer Vision': 0.5544, 'Data Engineering': 0.5644, 'Data Science': 0.6307, 'Deep Learning': 0.5538, 'Ethique IA & RGPD': 0.3843, 'Gestion de projet IA': 0.3822, 'IA Generative': 0.382, 'LangChain / Agents RAG': 0.4976, 'Machine Learning': 0.5997, 'MLOps / Deploiement': 0.4929, 'NLP / Traitement du langage': 0.5083, 'No-code / Low-code': 0.4432, 'Prompt Engineering': 0.3853, 'Python': 0.6366, 'Reinforcement Learning': 0.491, 'Series temporelles': 0.532, 'SQL / Data Engineering': 0.6059, 'Visualisation': 0.5785}"
[TITRE] Excel Avancé et Power Pivot : transformez vos données massives en analyses percutantes | [SECTEUR] Numérique & Informatique | [ORGANISME] LEFEBVRE DALLOZ COMPETENCES | [CERTIFICATION] RS | [NI,['Big Data'],"['Big Data', 'Data Engineering', 'Data Science', 'Machine Learning', 'Python', 'Visualisation']","['Data Engineering', 'Data Science', 'Machine Learning', 'Python', 'Visualisation']",[],['Big Data'],"{'Automatisation': 0.4381, 'Big Data': 0.6572, 'Computer Vision': 0.5174, 'Data Engineering': 0.5837, 'Data Science': 0.6431, 'Deep Learning': 0.5579, 'Ethique IA & RGPD': 0.4025, 'Gestion de projet IA': 0.3896, 'IA Generative': 0.3917, 'LangChain / Agents RAG': 0.4594, 'Machine Learning': 0.5817, 'MLOps / Deploiement': 0.4865, 'NLP / Traitement du langage': 0.4734, 'No-code / Low-code': 0.4263, 'Prompt Engineering': 0.3824, 'Python': 0.5696, 'Reinforcement Learning': 0.4602, 'Series temporelles': 0.4864, 'SQL / Data Engineering': 0.5457, 'Visualisation': 0.5538}"
[TITRE] BC06 Data Analytics Essentials - Concevoir des tableaux de bord avancés (Business Intelligence) | [SECTEUR] Numérique & Informatique | [ORGANISME] LE WAGON | [CERTIFICATION] RNCP | [NIVEAU] BA,"['Big Data', 'SQL / Data Engineering']","['Big Data', 'Data Engineering', 'Data Science', 'Machine Learning', 'Python', 'SQL / Data Engineering', 'Visualisation']","['Data Engineering', 'Data Science', 'Machine Learning', 'Python', 'Visualisation']",[],"['Big Data', 'SQL / Data Engineering']","{'Automatisation': 0.4432, 'Big Data': 0.6435, 'Computer Vision': 0.5183, 'Data Engineering': 0.582, 'Data Science': 0.6489, 'Deep Learning': 0.5559, 'Ethique IA & RGPD': 0.3969, 'Gestion de projet IA': 0.39, 'IA Generative': 0.3871, 'LangChain / Agents RAG': 0.4681, 'Machine Learning': 0.5892, 'MLOps / Deploiement': 0.4894, 'NLP / Traitement du langage': 0.4769, 'No-code / Low-code': 0.4375, 'Prompt Engineering': 0.3904, 'Python': 0.5864, 'Reinforcement Learning': 0.4689, 'Series temporelles': 0.4989, 'SQL / Data Engineering': 0.5822, 'Visualisation': 0.5704}"
